event_id,decay_time
0,6.540623871842399
1,1.3706267054658383
2,2.5606386770959944
3,6.980000762268901
4,1.024996890919283
5,4.56124689662829
6,0.3606255631893873
7,1.1137526598758996
8,1.191878254758194
9,0.9499999578110874
10,0.8649949450045824
11,1.8881255527958274
12,0.7756279956083745
13,2.114367816830054
14,1.0868716344702989
15,1.3206263247411698
16,1.322496245848015
17,1.1881165846716613
18,1.2074960977770388
19,2.717501047300175
20,0.5787369445897639
21,0.641255610389635
22,8.919381798477843
23,0.34688127925619483
24,1.7237471183761954
25,1.568751031300053
26,1.6537451301701367
27,4.244997398927808
28,0.7493727025575936
29,0.30687442631460726
30,2.35375773627311
31,1.5618716133758426
32,1.7462516552768648
33,2.371249138377607
34,4.45063051301986
35,0.3012428351212293
36,3.2362549973186105
37,1.2024938769172877
38,0.4668763722293079
39,0.5225010681897402
40,1.5337463992182165
41,1.2550044630188495
42,1.1600022844504565
43,0.4318790161050856
44,1.6937483451329172
45,1.8062492017634213
46,4.0312588680535555
47,3.3100004657171667
48,3.2206298783421516
49,2.081880666082725
50,2.0718725863844156
51,3.173754521412775
52,1.7350030248053372
53,0.39687802200205624
54,3.2431162253487855
55,1.6112462617456913
56,3.7481258914340287
57,6.053756806068122
58,0.8193710527848452
59,2.6468769647181034
60,1.1956362868659198
61,0.36562050809152424
62,0.37874997360631824
63,0.37812424125149846
64,1.1906231520697474
65,0.9450013749301434
66,1.811873516999185
67,5.7837496569845825
68,2.8993708838243037
69,0.5200090527068824
70,3.7181307561695576
71,3.4537479223217815
72,0.45499473344534636
73,0.9431314538232982
74,1.2343734852038324
75,3.7875033740419894
76,1.4781253412365913
77,4.952500603394583
78,1.2393720680847764
79,1.579377567395568
80,3.7687532312702388
81,0.7493763405364007
82,4.667497705668211
83,0.6199989002197981
84,0.7206253940239549
85,2.5449953682255
86,0.33375181374140084
87,8.858751243678853
88,2.8843714972026646
89,1.5387486200779676
90,3.801877028308809
91,0.7743728929199278
92,0.5637411959469318
93,0.775013177189976
94,1.4362522051669657
95,0.8874958439264446
96,0.4762550815939903
97,1.4106262824498117
98,3.763125278055668
99,5.791873263660818
100,0.7493763405364007
101,0.748121237847954
102,0.600004568696022
103,2.3925022105686367
104,3.135632141493261
105,2.555632818257436
106,1.1681186151690781
107,3.273755282862112
108,5.689373210771009
109,2.1106243366375566
110,1.8093815015163273
111,8.373113814741373
112,0.38686630432493985
113,3.869998181471601
114,2.657496224856004
115,0.9425057214684784
116,2.655622665770352
117,1.0956282494589686
118,5.964997399132699
119,1.8049977370537817
120,0.8456190698780119
121,4.298752173781395
122,1.5874975360929966
123,5.238125595496967
124,1.6037520254030824
125,1.9468825485091656
126,6.313130143098533
127,0.540621840627864
128,0.9018767741508782
129,0.7024973456282169
130,0.40749728213995695
131,1.2068740034010261
132,4.866869858233258
133,0.9693721949588507
134,5.148751370143145
135,0.4593748599290848
136,0.34624827094376087
137,4.583747795550153
138,2.4718756321817636
139,2.10936923394911
140,2.037493686657399
141,4.887504474027082
142,1.5450023056473583
143,1.9443723431322724
144,0.7024973456282169
145,7.620616088388488
146,1.153122866526246
147,0.8631322998553514
148,0.6949994713068008
149,3.398748958716169
150,0.8050083124544472
151,0.5368783604353666
152,0.7868693501222879
153,2.305008820258081
154,2.378754288656637
155,4.118748620385304
156,1.3031312846578658
157,3.193123120581731
158,1.300006260862574
159,0.8037568477448076
160,2.135002432623878
161,2.114997187163681
162,1.166881702374667
163,0.7487433322239667
164,2.5281224225182086
165,1.1368829291313887
166,1.018132024910301
167,2.8100002964492887
168,4.274996172171086
169,1.15812144940719
170,1.28687679534778
171,1.3475000741891563
172,1.8643731891643256
173,0.9243703971151263
174,1.4806319086346775
175,3.86000465368852
176,1.927503035403788
177,5.393128958530724
178,1.6387457435484976
179,0.3612549335230142
180,0.9081195457838476
181,3.203116648364812
182,7.540009391959757
183,8.741873898543417
184,3.9156293496489525
185,0.48937727115117013
186,4.613117198459804
187,5.682497430825606
188,4.268753400538117
189,1.1881238606292754
190,3.1049967219587415
191,0.5481269909068942
192,4.468121915124357
193,0.3087479854002595
194,3.9412552723661065
195,5.07187723997049
196,3.395623934920877
197,1.3825010682921857
198,1.414369762642309
199,1.5043769963085651
200,0.9081304597202688
201,1.4193792594596744
202,5.610621883533895
203,2.326869434909895
204,2.273125573992729
205,1.448126567993313
206,4.030622221762314
207,0.8756178431212902
208,1.2831369531340897
209,4.360626917332411
210,0.8649949450045824
211,1.993746991502121
212,0.3212553565390408
213,1.7043785192072392
214,0.5643705662805587
215,3.5281191230751574
216,1.0156181815546006
217,0.48686706577427685
218,1.6899975889828056
219,0.40437953430227935
220,0.538755557499826
221,4.358127625891939
222,1.7149941413663328
223,0.628126144874841
224,3.2668722269590944
225,1.4568722690455616
226,1.0768744687084109
227,0.5493675416801125
228,3.4050062822643667
229,3.008750354638323
230,2.3799984774086624
231,0.551252014702186
232,0.6193658919073641
233,4.912504664389417
234,1.0949988791253418
235,1.9231229089200497
236,1.905005774460733
237,1.2143791536800563
238,0.9931209206115454
239,4.691260983236134
240,3.006876795552671
241,0.5862602847628295
242,0.55625059758313
243,1.6781305021140724
244,0.8743736543692648
245,2.6743691705632955
246,3.9768710848875344
247,2.4518776626791805
248,1.0006224329117686
249,2.481247065588832
250,4.541874659480527
251,0.6531263352371752
252,3.1825038604438305
253,7.231868949020281
254,0.5687616067007184
255,0.7906310202088207
256,0.3981294867116958
257,4.084995453013107
258,2.4612490960862488
259,6.170623237267137
260,1.8962491594720632
261,0.504998752148822
262,3.949367965105921
263,2.173750544898212
264,1.3787539501208812
265,0.3956229193136096
266,4.51625237474218
267,1.1437441571615636
268,5.524994776351377
269,0.619995262240991
270,2.817501808749512
271,0.42124520405195653
272,0.30249066185206175
273,1.1474949133116752
274,2.616245183162391
275,2.4568798835389316
276,2.2887579689268023
277,2.4749970179982483
278,2.770626451820135
279,0.3062523319385946
280,0.705000275047496
281,1.7499951354693621
282,1.7743695934768766
283,0.8424976840615273
284,3.5900011425837874
285,0.9049981599673629
286,0.3087516233790666
287,1.5975019778124988
288,0.44687476474791765
289,2.7206260710954666
290,0.9100076567847282
291,1.714364771032706
292,0.555617589270696
293,0.5456240614876151
294,1.3774988474324346
295,4.716250259662047
296,0.8437527867499739
297,2.775625034701079
298,0.9143768693320453
299,5.718749889638275
300,1.2075106496922672
301,0.5481269909068942
302,0.34124968806281686
303,3.9056285459082574
304,2.6031266315840185
305,2.2656313376501203
306,3.6712481232825667
307,2.7443711587693542
308,0.5075053195469081
309,4.506870027398691
310,1.015003363136202
311,1.3062526704743505
312,4.3025029299315065
313,0.509997335029766
314,3.4181211958639324
315,1.2006239558104426
316,4.8918736865743995
317,2.9181283025536686
318,1.3481294445227832
319,2.212502295151353
320,2.88938099402003
321,0.5087422323413193
322,2.161883458029479
323,0.358748366124928
324,0.5475012585520744
325,1.64812445291318
326,0.6450027285609394
327,2.6362395146861672
328,0.7412454579025507
329,1.8799910321831703
330,1.176245859824121
331,0.5662586772814393
332,3.1312592909671366
333,6.503127224277705
334,2.7031201170757413
335,1.4631223166361451
336,5.509995389729738
337,0.6524933269247413
338,3.126871888525784
339,4.018140316475183
340,2.3393804440274835
341,0.40938175516203046
342,1.15812144940719
343,3.130633558612317
344,1.4162578736431897
345,1.2306045391596854
346,2.316875907126814
347,2.76439095614478
348,2.2156164050102234
349,1.3056342140771449
350,1.4693723642267287
351,3.1181334634311497
352,0.6318805390037596
353,1.0518779163248837
354,4.3487525545060635
355,1.0974981705658138
356,0.6243644747883081
357,1.4449906302616
358,0.6693881005048752
359,0.7268681656569242
360,2.6593843358568847
361,5.770634743385017
362,4.152512701693922
363,4.378758603706956
364,1.903143129311502
365,2.330001734662801
366,3.4975091693922877
367,5.320005584508181
368,2.2612366592511535
369,0.2981250872835517
370,0.8718852768652141
371,1.193140633404255
372,1.022497599478811
373,0.8325005182996392
374,1.0881121852435172
375,0.8612478268332779
376,0.843123416416347
377,2.498738467693329
378,1.547487045172602
379,1.3606404536403716
380,1.6006306395865977
381,0.9056311682797968
382,2.622502506710589
383,7.61375849833712
384,0.7675116648897529
385,2.8937356546521187
386,3.3568721846677363
387,1.776883436832577
388,0.7212511263787746
389,0.9831273928284645
390,0.43876207200810313
391,3.034365363419056
392,2.301880158483982
393,7.50500475987792
394,1.6943886294029653
395,2.045620931312442
396,2.3381217033602297
397,3.4537515603005886
398,4.713736416306347
399,2.2256208467297256
400,0.8462593541480601
401,1.0299991117790341
402,2.2625099518336356
403,2.416869392618537
404,7.948117854539305
405,0.42562169255688787
406,1.5831246855668724
407,0.8762362995184958
408,5.739377229474485
409,1.1862357496283948
410,1.099368091672659
411,3.824374289251864
412,1.8268692656420171
413,2.5781337171792984
414,0.5306283128447831
415,0.9512441465631127
416,0.39565202314406633
417,1.2137461453676224
418,0.351887138094753
419,0.40688610170036554
420,0.7537382771261036
421,4.450637788977474
422,2.6156194508075714
423,3.085624484810978
424,0.5743640940636396
425,0.6093832780607045
426,1.3306198525242507
427,8.284368959721178
428,2.0693623810075223
429,1.5937548596411943
430,0.5643596523441374
431,2.8506183298304677
432,0.5093825166113675
433,1.8262362573295832
434,3.596884198486805
435,1.2731179594993591
436,3.7593854358419776
437,1.0624935384839773
438,1.1362353689037263
439,3.246859705541283
440,1.4099932741373777
441,0.5768815753981471
442,1.0937510523945093
443,1.2756208889186382
444,1.3425233191810548
445,8.041250112000853
446,5.74062141822651
447,1.6187550500035286
448,2.727509126998484
449,7.048758561722934
450,0.5868787411600351
451,0.38124562706798315
452,6.163114449009299
453,1.76874891621992
454,4.001252818852663
