channelNumb	JulianDay	PossibleDecayLength(MicroSeconds)	StartDecay	EndDecay	FirstSignalTimeOverThreshold(nanoseconds)	SecondSignalTimeoverThreshold(nanoseconds)	PossibleDecayNumber
6234.1	2458115	0.91249	0.9699879744966724	0.9699879745072336	15.00	10.00	1
6234.2	2458115	0.91125	0.9699879744967012	0.9699879745072481	13.76	12.50	1
6234.2	2458115	0.89375	0.9699879744969038	0.9699879745072481	8.76	12.50	1
6234.1	2458115	3.53625	0.9700813116010416	0.9700813116419704	18.74	6.25	1
6234.2	2458115	3.53625	0.9700813116010704	0.9700813116419992	22.51	8.76	1
6234.1	2458115	1.86248	0.9720123697866174	0.9720123698081740	18.74	16.25	1
6234.2	2458115	1.86250	0.9720123697867332	0.9720123698082900	10.00	8.75	1
6234.1	2458115	1.95751	0.9724569170751300	0.9724569170977864	23.76	15.00	1
6234.2	2458115	1.95750	0.9724569170752460	0.9724569170979022	16.26	6.25	1
6234.1	2458115	2.82749	0.9731198324341580	0.9731198324668836	13.76	12.49	1
6234.2	2458115	2.82749	0.9731198324342304	0.9731198324669560	21.25	12.50	1
6234.1	2458115	2.81125	0.9731198324343460	0.9731198324668836	12.50	12.49	1
6234.1	2458115	0.50625	0.9746264781902920	0.9746264781961514	13.75	17.51	1
6234.2	2458115	0.50749	0.9746264781903936	0.9746264781962674	18.74	7.49	1
6234.1	2458115	0.49000	0.9746264781904802	0.9746264781961514	7.51	17.51	1
6234.1	2458115	2.99375	0.9752382560948786	0.9752382561295284	14.99	18.76	1
6234.2	2458115	2.99373	0.9752382560949944	0.9752382561296440	19.98	13.76	1
6234.1	2458115	2.97251	0.9752382560951244	0.9752382561295284	8.73	18.76	1
6234.1	2458115	3.61249	0.9781735879622396	0.9781735880040509	15.00	21.25	1
6234.2	2458115	3.61249	0.9781735879623408	0.9781735880041520	20.01	15.00	1
6234.1	2458115	3.59373	0.9781735879624568	0.9781735880040509	6.24	21.25	1
6234.1	2458115	1.19126	0.9789652687720340	0.9789652687858218	21.25	13.74	1
6234.2	2458115	1.19373	0.9789652687721934	0.9789652687860096	11.24	11.24	1
6234.1	2458115	3.01622	0.9789869520367332	0.9789869520716432	22.50	17.51	1
6234.2	2458115	3.01876	0.9789869520367910	0.9789869520717304	21.25	16.24	1
6234.1	2458115	0.53250	0.9791190667657260	0.9791190667718892	20.01	10.01	1
6234.2	2458115	0.53125	0.9791190667657552	0.9791190667719040	36.27	16.25	1
6234.1	2458115	8.24750	0.9800423821225260	0.9800423822179832	11.27	16.26	1
6234.2	2458115	8.24877	0.9800423821225548	0.9800423822180266	15.00	18.74	1
6234.1	2458115	2.01498	0.9805966718865452	0.9805966719098668	14.99	17.51	1
6234.2	2458115	2.01751	0.9805966718865884	0.9805966719099392	26.25	16.26	1
6234.1	2458115	1.99874	0.9805966718867332	0.9805966719098668	8.76	17.51	1
6234.1	2458115	0.61625	0.9805975005334346	0.9805975005405672	26.24	14.98	1
6234.2	2458115	0.61876	0.9805975005335068	0.9805975005406684	22.50	11.24	1
6234.1	2458115	6.72000	0.9808041658324508	0.9808041659102286	16.26	25.00	1
6234.2	2458115	6.72002	0.9808041658325664	0.9808041659103444	10.00	16.25	1
6234.1	2458115	0.38875	0.9816334770730902	0.9816334770775896	17.50	14.98	1
6234.2	2458115	0.38875	0.9816334770731336	0.9816334770776330	22.51	15.00	1
6234.1	2458115	3.24248	0.9824656278829716	0.9824656279205004	18.74	17.51	1
6234.2	2458115	3.24126	0.9824656278830148	0.9824656279205294	22.51	22.51	1
6234.1	2458115	3.32249	0.9827949596236401	0.9827949596620948	25.01	20.01	1
6234.2	2458115	3.32249	0.9827949596236980	0.9827949596621528	21.25	22.49	1
6234.1	2458115	3.64874	0.9828439664469184	0.9828439664891492	23.75	13.75	1
6234.2	2458115	3.64874	0.9828439664470052	0.9828439664892360	18.74	11.25	1
6234.1	2458115	2.18626	0.9828464106857204	0.9828464107110244	22.49	16.25	1
6234.2	2458115	2.18624	0.9828464106857494	0.9828464107110532	26.25	21.24	1
6234.1	2458115	0.74375	0.9834171841859086	0.9834171841945168	12.50	17.49	1
6234.2	2458115	0.74625	0.9834171841860244	0.9834171841946616	17.51	7.48	1
6234.1	2458115	0.72624	0.9834171841861112	0.9834171841945168	11.24	17.49	1
6234.1	2458115	1.19376	0.9840783627876590	0.9840783628014756	13.76	15.00	1
6234.2	2458115	1.19376	0.9840783627876880	0.9840783628015046	16.26	17.49	1
6234.1	2458115	7.19376	0.9863359539505642	0.9863359540338252	21.25	12.50	1
6234.2	2458115	7.19377	0.9863359539505930	0.9863359540338542	25.01	16.24	1
6234.1	2458115	1.23999	0.9868380504333188	0.9868380504476706	12.50	13.76	1
6234.2	2458115	1.23873	0.9868380504334781	0.9868380504478153	11.26	13.76	1
6234.1	2458115	1.21998	0.9868380504335504	0.9868380504476706	5.01	13.76	1
6234.1	2458115	3.90749	0.9880348132609230	0.9880348133061486	16.24	13.76	1
6234.2	2458115	3.90753	0.9880348132610820	0.9880348133063080	14.99	10.00	1
6234.1	2458115	3.88248	0.9880348132612125	0.9880348133061486	7.49	13.76	1
6234.1	2458115	0.39502	0.9884393123270832	0.9884393123316552	16.26	16.25	1
6234.2	2458115	0.39502	0.9884393123271844	0.9884393123317564	12.50	11.24	1
6234.1	2458115	1.39751	0.9894478777772280	0.9894478777934028	10.00	12.50	1
6234.2	2458115	1.39747	0.9894478777772860	0.9894478777934604	8.74	13.76	1
6234.1	2458115	2.47251	0.9926033806008824	0.9926033806294994	13.76	12.50	1
6234.2	2458115	2.47376	0.9926033806009258	0.9926033806295572	26.25	12.50	1
6234.1	2458115	2.45626	0.9926033806010705	0.9926033806294994	7.51	12.50	1
6234.1	2458115	2.74248	0.9926607119441696	0.9926607119759112	11.23	23.76	1
6234.2	2458115	2.74375	0.9926607119443140	0.9926607119760704	12.51	10.01	1
6234.1	2458115	2.72749	0.9926607119443430	0.9926607119759112	10.00	23.76	1
6234.1	2458115	0.51124	0.9940878172879196	0.9940878172938368	20.00	20.01	1
6234.2	2458115	0.51000	0.9940878172880352	0.9940878172939380	14.99	13.76	1
6234.1	2458115	5.40750	0.9967756673339844	0.9967756673965712	21.26	20.00	1
6234.2	2458115	5.40626	0.9967756673340999	0.9967756673966724	16.26	15.00	1
6234.1	2458115	0.78998	0.9972902485170864	0.9972902485262296	11.25	15.00	1
6234.2	2458115	0.79127	0.9972902485171584	0.9972902485263166	10.00	13.75	1
6234.1	2458115	0.68876	0.9976320165741028	0.9976320165820746	12.50	17.50	1
6234.2	2458115	0.69000	0.9976320165741318	0.9976320165821180	28.76	19.99	1
6234.1	2458115	1.13375	0.9997773258006364	0.9997773258137584	22.51	13.75	1
6234.2	2458115	1.13623	0.9997773258006656	0.9997773258138164	23.75	12.50	1
6234.1	2458116	1.07875	0.0002939760025318	0.0002939760150173	13.75	7.50	1
6234.2	2458116	1.07875	0.0002939760025463	0.0002939760150318	13.75	13.75	1
6234.1	2458116	3.29124	0.0012613024206597	0.0012613024587528	18.75	13.75	1
6234.2	2458116	3.29000	0.0012613024207320	0.0012613024588107	17.50	15.00	1
6234.1	2458116	4.00750	0.0017757584108941	0.0017757584572772	13.75	16.25	1
6234.2	2458116	4.00750	0.0017757584109519	0.0017757584573350	26.25	17.50	1
6234.1	2458116	1.60875	0.0042991527596064	0.0042991527782262	16.25	13.75	1
6234.2	2458116	1.60875	0.0042991527597511	0.0042991527783709	16.25	15.00	1
6234.1	2458116	1.58624	0.0042991527598669	0.0042991527782262	7.50	13.75	1
6234.1	2458116	1.33000	0.0050642401536313	0.0050642401690248	22.50	15.00	1
6234.2	2458116	1.33125	0.0050642401536747	0.0050642401690827	23.75	13.75	1
6234.1	2458116	2.67000	0.0100177650301504	0.0100177650610532	22.50	16.25	1
6234.2	2458116	2.67125	0.0100177650302228	0.0100177650611400	18.75	12.50	1
6234.1	2458116	1.59125	0.0101692793749421	0.0101692793933593	11.25	8.75	1
6234.2	2458116	1.59125	0.0101692793749566	0.0101692793933738	16.25	12.50	1
6234.1	2458116	8.92250	0.0105205812716145	0.0105205813748842	13.75	20.00	1
6234.2	2458116	8.92250	0.0105205812717158	0.0105205813749855	22.50	15.00	1
6234.1	2458116	8.90250	0.0105205812718460	0.0105205813748842	8.75	20.00	1
6234.1	2458116	6.51500	0.0107399597034722	0.0107399597788773	17.50	16.25	1
6234.2	2458116	6.51500	0.0107399597035156	0.0107399597789207	20.00	16.25	1
6234.1	2458116	2.03250	0.0112578933252459	0.0112578933487702	22.50	17.50	1
6234.2	2458116	2.03125	0.0112578933253327	0.0112578933488425	18.75	15.00	1
6234.1	2458116	0.48374	0.0118045407630353	0.0118045407686342	15.00	23.75	1
6234.2	2458116	0.48501	0.0118045407630931	0.0118045407687066	15.00	20.00	1
6234.1	2458116	1.26125	0.0118811279440827	0.0118811279586805	21.25	13.75	1
6234.2	2458116	1.26250	0.0118811279441840	0.0118811279587963	15.00	17.50	1
6234.1	2458116	5.07875	0.0121721994293258	0.0121721994881076	17.50	8.75	1
6234.2	2458116	5.07876	0.0121721994293836	0.0121721994881655	18.75	8.75	1
6234.1	2458116	1.09125	0.0129438099975694	0.0129438100101996	22.50	12.50	1
6234.2	2458116	1.09250	0.0129438099975983	0.0129438100102430	25.00	13.75	1
6234.1	2458116	0.33750	0.0130397821175781	0.0130397821214843	12.50	15.00	1
6234.2	2458116	0.33999	0.0130397821176360	0.0130397821215711	26.25	11.25	1
6234.1	2458116	0.31875	0.0130397821177951	0.0130397821214843	7.50	15.00	1
6234.1	2458116	0.92250	0.0133884442025173	0.0133884442131944	11.25	21.25	1
6234.2	2458116	0.92375	0.0133884442027054	0.0133884442133969	6.25	3.75	1
6234.1	2458116	3.40125	0.0141200138453993	0.0141200138847656	16.25	21.25	1
6234.2	2458116	3.40375	0.0141200138455295	0.0141200138849247	21.25	8.75	1
6234.1	2458116	3.37875	0.0141200138456597	0.0141200138847656	7.50	21.25	1
6234.1	2458116	0.87625	0.0145299286782841	0.0145299286884259	27.50	13.75	1
6234.2	2458116	0.87750	0.0145299286783564	0.0145299286885127	22.50	11.25	1
6234.1	2458116	3.72749	0.0159238986343605	0.0159238986775028	26.25	18.75	1
6234.2	2458116	3.72749	0.0159238986344618	0.0159238986776041	18.75	13.75	1
6234.1	2458116	0.86625	0.0159289032663194	0.0159289032763454	12.50	23.75	1
6234.2	2458116	0.86500	0.0159289032664351	0.0159289032764467	17.50	16.25	1
6234.1	2458116	0.84999	0.0159289032665075	0.0159289032763454	7.50	23.75	1
6234.1	2458116	1.39250	0.0162203699568142	0.0162203699729311	20.00	21.25	1
6234.2	2458116	1.39250	0.0162203699569010	0.0162203699730179	18.75	18.75	1
6234.1	2458116	1.74750	0.0170292598215422	0.0170292598417679	13.75	17.50	1
6234.2	2458116	1.74874	0.0170292598216435	0.0170292598418836	17.50	11.25	1
6234.1	2458116	1.73000	0.0170292598217447	0.0170292598417679	7.50	17.50	1
6234.1	2458116	1.13125	0.0174232986742621	0.0174232986873553	16.25	15.00	1
6234.2	2458116	1.13001	0.0174232986743344	0.0174232986874132	13.75	12.50	1
6234.1	2458116	3.65500	0.0187478778847656	0.0187478779270688	12.50	18.75	1
6234.2	2458116	3.65500	0.0187478778848090	0.0187478779271122	23.75	18.75	1
6234.1	2458116	2.96625	0.0191350302128472	0.0191350302471788	11.25	22.50	1
6234.2	2458116	2.96750	0.0191350302130063	0.0191350302473524	11.25	13.75	1
6234.1	2458116	2.94750	0.0191350302130642	0.0191350302471788	8.75	22.50	1
6234.1	2458116	2.24875	0.0194674003120804	0.0194674003381076	21.25	18.75	1
6234.2	2458116	2.24875	0.0194674003121527	0.0194674003381799	18.75	16.25	1
6234.1	2458116	3.28250	0.0207446616541811	0.0207446616921730	18.75	23.75	1
6234.2	2458116	3.28250	0.0207446616542534	0.0207446616922453	15.00	21.25	1
6234.1	2458116	0.65750	0.0207720202333767	0.0207720202409866	16.25	23.75	1
6234.2	2458116	0.65625	0.0207720202334924	0.0207720202410879	8.75	17.50	1
6234.1	2458116	0.92126	0.0219412999847366	0.0219412999953993	13.75	17.50	1
6234.2	2458116	0.92125	0.0219412999847511	0.0219412999954137	18.75	23.75	1
6234.1	2458116	0.46375	0.0246231042043981	0.0246231042097656	25.00	17.50	1
6234.2	2458116	0.46375	0.0246231042044415	0.0246231042098090	22.50	17.50	1
6234.1	2458116	0.69000	0.0256258055737268	0.0256258055817129	16.25	13.75	1
6234.2	2458116	0.69000	0.0256258055738715	0.0256258055818576	16.25	11.25	1
6234.1	2458116	0.66750	0.0256258055739872	0.0256258055817129	8.75	13.75	1
6234.1	2458116	7.85750	0.0265568388788483	0.0265568389697916	15.00	15.00	1
6234.2	2458116	7.85750	0.0265568388789930	0.0265568389699363	15.00	15.00	1
6234.1	2458116	7.83500	0.0265568388791087	0.0265568389697916	7.50	15.00	1
6234.1	2458116	3.34375	0.0271618992892939	0.0271618993279947	20.00	10.00	1
6234.2	2458116	3.34500	0.0271618992893229	0.0271618993280382	22.50	10.00	1
6234.1	2458116	8.69500	0.0285230041735532	0.0285230042741898	13.75	12.50	1
6234.2	2458116	8.69375	0.0285230041735821	0.0285230042742042	17.50	16.25	1
6234.1	2458116	3.51874	0.0309326131041956	0.0309326131449218	13.75	16.25	1
6234.2	2458116	3.52001	0.0309326131042534	0.0309326131449942	23.75	12.50	1
6234.1	2458116	3.49999	0.0309326131044126	0.0309326131449218	8.75	16.25	1
6234.1	2458116	0.59125	0.0313435288611255	0.0313435288679687	12.50	22.50	1
6234.2	2458116	0.59000	0.0313435288612557	0.0313435288680844	16.25	13.75	1
6234.1	2458116	0.57000	0.0313435288613715	0.0313435288679687	7.50	22.50	1
6234.1	2458116	0.31876	0.0314109647277343	0.0314109647314236	13.75	20.00	1
6234.2	2458116	0.31875	0.0314109647278067	0.0314109647314959	22.50	17.50	1
6234.1	2458116	0.30125	0.0314109647279369	0.0314109647314236	7.50	20.00	1
6234.1	2458116	1.32375	0.0318191469866464	0.0318191470019676	17.50	17.50	1
6234.2	2458116	1.32125	0.0318191469866898	0.0318191470019820	13.75	13.75	1
6234.1	2458116	0.70375	0.0324446820050202	0.0324446820131655	13.75	20.00	1
6234.2	2458116	0.70249	0.0324446820051360	0.0324446820132667	20.00	15.00	1
6234.1	2458116	0.68250	0.0324446820052662	0.0324446820131655	7.50	20.00	1
6234.1	2458116	1.94625	0.0331795753989583	0.0331795754214843	26.25	22.50	1
6234.2	2458116	1.94625	0.0331795753990740	0.0331795754216001	15.00	16.25	1
6234.1	2458116	2.04250	0.0335087214606915	0.0335087214843316	16.25	15.00	1
6234.2	2458116	2.04250	0.0335087214608362	0.0335087214844762	17.50	18.75	1
6234.1	2458116	2.02001	0.0335087214609519	0.0335087214843316	7.50	15.00	1
6234.1	2458116	2.71000	0.0336509295962818	0.0336509296276475	16.25	18.75	1
6234.2	2458116	2.71375	0.0336509295964265	0.0336509296278356	16.25	5.00	1
6234.1	2458116	2.68750	0.0336509295965422	0.0336509296276475	12.50	18.75	1
6234.1	2458116	2.43125	0.0361112262495225	0.0361112262776620	13.75	15.00	1
6234.2	2458116	2.43251	0.0361112262496093	0.0361112262777633	22.50	22.50	1
6234.1	2458116	2.41250	0.0361112262497395	0.0361112262776620	10.00	15.00	1
6234.1	2458116	0.39250	0.0361421145280526	0.0361421145325954	15.00	11.25	1
6234.2	2458116	0.39250	0.0361421145280960	0.0361421145326388	15.00	12.50	1
6234.1	2458116	1.95500	0.0361830190766203	0.0361830190992476	17.50	15.00	1
6234.2	2458116	1.95375	0.0361830190766782	0.0361830190992910	17.50	23.75	1
6234.1	2458116	1.47375	0.0379513093102141	0.0379513093272714	25.00	13.75	1
6234.2	2458116	1.47626	0.0379513093102719	0.0379513093273582	23.75	12.50	1
6234.1	2458116	0.54750	0.0393883502610966	0.0393883502674334	16.25	17.50	1
6234.2	2458116	0.54626	0.0393883502612123	0.0393883502675347	22.50	12.50	1
6234.1	2458116	0.52375	0.0393883502613715	0.0393883502674334	8.75	17.50	1
6234.1	2458116	0.86124	0.0402699047635272	0.0402699047734953	12.50	13.75	1
6234.2	2458116	0.86124	0.0402699047635706	0.0402699047735387	10.00	17.50	1
6234.1	2458116	1.11376	0.0405137736434461	0.0405137736563368	23.75	18.75	1
6234.2	2458116	1.11500	0.0405137736435040	0.0405137736564091	23.75	18.75	1
6234.1	2458116	3.97500	0.0419330656660156	0.0419330657120225	17.50	13.75	1
6234.2	2458116	3.97501	0.0419330656661747	0.0419330657121817	15.00	12.50	1
6234.1	2458116	3.95000	0.0419330656663049	0.0419330657120225	7.50	13.75	1
6234.1	2458116	0.85750	0.0421558680524160	0.0421558680623408	13.75	17.50	1
6234.2	2458116	0.85875	0.0421558680524450	0.0421558680623842	27.50	20.00	1
6234.1	2458116	0.84000	0.0421558680526186	0.0421558680623408	7.50	17.50	1
6234.1	2458116	0.88625	0.0423527537068865	0.0423527537171440	22.50	13.75	1
6234.2	2458116	0.88625	0.0423527537069589	0.0423527537172164	18.75	12.50	1
6234.1	2458116	2.86500	0.0424317435575376	0.0424317435906973	20.00	17.50	1
6234.2	2458116	2.86500	0.0424317435575810	0.0424317435907407	21.25	18.75	1
6234.1	2458116	2.74875	0.0424818134053096	0.0424818134371238	18.75	13.75	1
6234.2	2458116	2.75000	0.0424818134053674	0.0424818134371961	20.00	12.50	1
6234.1	2458116	5.32250	0.0437731329079571	0.0437731329695601	22.50	15.00	1
6234.2	2458116	5.32375	0.0437731329080005	0.0437731329696180	25.00	15.00	1
6234.1	2458116	2.11875	0.0439407113773292	0.0439407114018518	20.00	13.75	1
6234.2	2458116	2.11875	0.0439407113774160	0.0439407114019386	20.00	8.75	1
6234.1	2458116	2.33749	0.0442644859494647	0.0442644859765190	12.50	13.75	1
6234.2	2458116	2.33750	0.0442644859495804	0.0442644859766348	20.00	17.50	1
6234.1	2458116	2.31750	0.0442644859496961	0.0442644859765190	8.75	13.75	1
6234.1	2458116	1.30875	0.0454749054132667	0.0454749054284143	11.25	13.75	1
6234.2	2458116	1.31001	0.0454749054133101	0.0454749054284722	12.50	16.25	1
6234.1	2458116	1.04875	0.0479482189641203	0.0479482189762586	21.25	18.75	1
6234.2	2458116	1.05000	0.0479482189641348	0.0479482189762876	27.50	25.00	1
6234.1	2458116	1.05125	0.0481562684616898	0.0481562684738570	18.75	12.50	1
6234.2	2458116	1.04875	0.0481562684618923	0.0481562684740306	2.50	10.00	1
6234.1	2458116	0.30249	0.0500645357948061	0.0500645357983072	15.00	18.75	1
6234.2	2458116	0.30125	0.0500645357949508	0.0500645357984375	17.50	11.25	1
6234.1	2458116	2.37125	0.0504045194642650	0.0504045194917100	18.75	20.00	1
6234.2	2458116	2.37000	0.0504045194644097	0.0504045194918402	10.00	10.00	1
6234.1	2458116	2.21500	0.0507784192013165	0.0507784192269531	21.25	10.00	1
6234.2	2458116	2.21500	0.0507784192013310	0.0507784192269676	15.00	13.75	1
6234.2	2458116	2.19376	0.0507784192015769	0.0507784192269676	8.75	13.75	1
6234.1	2458116	1.84750	0.0511288759443721	0.0511288759657552	18.75	16.25	1
6234.2	2458116	1.84874	0.0511288759444155	0.0511288759658130	20.00	17.50	1
6234.1	2458116	1.13750	0.0517793854206886	0.0517793854338541	17.50	13.75	1
6234.2	2458116	1.13750	0.0517793854207754	0.0517793854339409	13.75	22.50	1
6234.1	2458116	0.96625	0.0519770676711950	0.0519770676823784	18.75	10.00	1
6234.2	2458116	0.96625	0.0519770676712528	0.0519770676824363	16.25	11.25	1
6234.1	2458116	1.06500	0.0546454288967737	0.0546454289091001	16.25	23.75	1
6234.2	2458116	1.06500	0.0546454288969039	0.0546454289092303	21.25	16.25	1
6234.1	2458116	1.04250	0.0546454288970341	0.0546454289091001	10.00	23.75	1
6234.1	2458116	2.94000	0.0556520103865885	0.0556520104206163	23.75	20.00	1
6234.2	2458116	2.93875	0.0556520103866608	0.0556520104206741	22.50	22.50	1
6234.1	2458116	5.39500	0.0559237382465133	0.0559237383089554	18.75	15.00	1
6234.2	2458116	5.39750	0.0559237382466145	0.0559237383090856	15.00	6.25	1
6234.1	2458116	2.62126	0.0568832153118778	0.0568832153422164	12.50	15.00	1
6234.2	2458116	2.62125	0.0568832153119068	0.0568832153422453	23.75	18.75	1
6234.1	2458116	1.67000	0.0574557616044704	0.0574557616237991	22.50	15.00	1
6234.2	2458116	1.67125	0.0574557616045283	0.0574557616238715	21.25	13.75	1
6234.1	2458116	1.60750	0.0576251982186487	0.0576251982372540	13.75	18.75	1
6234.2	2458116	1.60750	0.0576251982187500	0.0576251982373553	21.25	12.50	1
6234.1	2458116	1.58875	0.0576251982188657	0.0576251982372540	10.00	18.75	1
6234.1	2458116	2.52374	0.0579717938453125	0.0579717938745225	18.75	17.50	1
6234.2	2458116	2.52375	0.0579717938454282	0.0579717938746383	11.25	11.25	1
6234.1	2458116	2.99250	0.0588326460813223	0.0588326461159577	12.50	23.75	1
6234.2	2458116	2.99125	0.0588326460814670	0.0588326461160879	15.00	13.75	1
6234.1	2458116	2.97375	0.0588326460815393	0.0588326461159577	10.00	23.75	1
6234.1	2458116	2.82125	0.0598812007478298	0.0598812007804832	13.75	18.75	1
6234.2	2458116	2.82125	0.0598812007479166	0.0598812007805700	22.50	18.75	1
6234.1	2458116	2.80000	0.0598812007480758	0.0598812007804832	7.50	18.75	1
6234.1	2458116	1.95250	0.0599863232637442	0.0599863232863426	16.25	17.50	1
6234.2	2458116	1.95250	0.0599863232638599	0.0599863232864583	10.00	11.25	1
6234.1	2458116	0.41125	0.0612293545707899	0.0612293545755497	18.75	22.50	1
6234.2	2458116	0.41250	0.0612293545708622	0.0612293545756365	18.75	17.50	1
6234.1	2458116	1.02000	0.0628185981449364	0.0628185981567420	11.25	11.25	1
6234.2	2458116	1.02124	0.0628185981449943	0.0628185981568142	8.75	10.00	1
6234.1	2458116	4.48625	0.0628993173530960	0.0628993174050202	15.00	16.25	1
6234.2	2458116	4.48625	0.0628993173531394	0.0628993174050636	27.50	16.25	1
6234.1	2458116	4.46874	0.0628993173532987	0.0628993174050202	7.50	16.25	1
6234.1	2458116	0.75000	0.0637106205113861	0.0637106205200666	22.50	15.00	1
6234.2	2458116	0.75000	0.0637106205114439	0.0637106205201245	23.75	13.75	1
6234.1	2458116	0.47375	0.0651582792315104	0.0651582792369936	16.25	6.25	1
6234.2	2458116	0.47375	0.0651582792315249	0.0651582792370081	21.25	11.25	1
6234.1	2458116	0.83125	0.0658320560696759	0.0658320560792968	16.25	21.25	1
6234.2	2458116	0.83250	0.0658320560697916	0.0658320560794270	21.25	15.00	1
6234.1	2458116	0.80749	0.0658320560699509	0.0658320560792968	8.75	21.25	1
6234.1	2458116	5.31375	0.0666652103053240	0.0666652103668258	15.00	22.50	1
6234.2	2458116	5.31375	0.0666652103053964	0.0666652103668982	23.75	21.25	1
6234.1	2458116	5.29750	0.0666652103055121	0.0666652103668258	7.50	22.50	1
6234.1	2458116	0.66000	0.0673035504979022	0.0673035505055411	13.75	12.50	1
6234.2	2458116	0.66000	0.0673035504979311	0.0673035505055700	16.25	15.00	1
6234.2	2458116	0.63750	0.0673035504981915	0.0673035505055700	8.75	15.00	1
6234.1	2458116	1.30125	0.0684955556714121	0.0684955556864729	12.50	13.75	1
6234.2	2458116	1.30125	0.0684955556715423	0.0684955556866031	16.25	16.25	1
6234.1	2458116	1.28376	0.0684955556716146	0.0684955556864729	7.50	13.75	1
6234.1	2458116	0.41251	0.0696368080409143	0.0696368080456887	18.75	10.00	1
6234.2	2458116	0.41125	0.0696368080409433	0.0696368080457031	21.25	15.00	1
6234.1	2458116	3.09875	0.0705202883005643	0.0705202883364295	13.75	18.75	1
6234.2	2458116	3.09750	0.0705202883006366	0.0705202883364873	10.00	20.00	1
6234.1	2458116	1.55625	0.0705458409113860	0.0705458409293982	18.75	18.75	1
6234.2	2458116	1.55375	0.0705458409115307	0.0705458409295139	10.00	13.75	1
6234.1	2458116	0.99376	0.0710507812613859	0.0710507812728877	13.75	12.50	1
6234.2	2458116	0.99251	0.0710507812614438	0.0710507812729312	13.75	16.25	1
6234.1	2458116	0.39624	0.0730463620836806	0.0730463620882667	13.75	18.75	1
6234.2	2458116	0.39625	0.0730463620837529	0.0730463620883391	23.75	16.25	1
6234.1	2458116	1.15374	0.0737123100875001	0.0737123101008536	17.50	23.75	1
6234.2	2458116	1.15625	0.0737123100876303	0.0737123101010128	21.25	11.25	1
6234.1	2458116	1.13001	0.0737123100877748	0.0737123101008536	11.25	23.75	1
6234.1	2458116	1.60126	0.0742421756122395	0.0742421756307726	15.00	20.00	1
6234.2	2458116	1.60124	0.0742421756123554	0.0742421756308883	22.50	12.50	1
6234.1	2458116	6.28875	0.0753329713987703	0.0753329714715568	23.75	21.25	1
6234.2	2458116	6.29000	0.0753329713988427	0.0753329714716436	22.50	17.50	1
6234.1	2458116	0.90000	0.0768189994505209	0.0768189994609376	13.75	16.25	1
6234.2	2458116	0.90001	0.0768189994505931	0.0768189994610099	25.00	13.75	1
6234.1	2458116	0.88126	0.0768189994507378	0.0768189994609376	7.50	16.25	1
6234.1	2458116	0.32999	0.0781705677546731	0.0781705677584924	12.50	18.75	1
6234.2	2458116	0.33126	0.0781705677547598	0.0781705677585938	22.50	13.75	1
6234.1	2458116	0.30999	0.0781705677549046	0.0781705677584924	8.75	18.75	1
6234.1	2458116	0.94500	0.0782760054572049	0.0782760054681424	15.00	17.50	1
6234.2	2458116	0.94375	0.0782760054572773	0.0782760054682003	23.75	18.75	1
6234.1	2458116	0.92750	0.0782760054574075	0.0782760054681424	10.00	17.50	1
6234.1	2458116	0.49500	0.0784222349343171	0.0784222349400463	16.25	23.75	1
6234.2	2458116	0.49375	0.0784222349344329	0.0784222349401476	22.50	17.50	1
6234.1	2458116	0.47250	0.0784222349345775	0.0784222349400463	7.50	23.75	1
6234.1	2458116	6.17750	0.0787752251146123	0.0787752251861111	16.25	17.50	1
6234.2	2458116	6.17999	0.0787752251147714	0.0787752251862991	15.00	6.25	1
6234.1	2458116	6.15500	0.0787752251148727	0.0787752251861111	8.75	17.50	1
6234.1	2458116	5.29624	0.0794760969737124	0.0794760970350115	15.00	15.00	1
6234.2	2458116	5.29500	0.0794760969737703	0.0794760970350550	15.00	17.50	1
6234.1	2458116	1.93375	0.0811449599304687	0.0811449599528501	13.75	17.50	1
6234.2	2458116	1.93375	0.0811449599305844	0.0811449599529658	17.50	12.50	1
6234.1	2458116	1.91500	0.0811449599306858	0.0811449599528501	10.00	17.50	1
6234.1	2458116	8.12000	0.0817039212415220	0.0817039213355035	13.75	18.75	1
6234.2	2458116	8.12125	0.0817039212415509	0.0817039213355469	27.50	22.50	1
6234.1	2458116	8.10375	0.0817039212417101	0.0817039213355035	8.75	18.75	1
6234.1	2458116	5.13125	0.0831554784787761	0.0831554785381655	21.25	5.00	1
6234.2	2458116	5.12876	0.0831554784788049	0.0831554785381655	23.75	10.00	1
6234.1	2458116	4.75501	0.0851458936588396	0.0851458937138744	11.25	17.50	1
6234.2	2458116	4.75625	0.0851458936589989	0.0851458937140481	10.00	10.00	1
6234.1	2458116	0.54251	0.0860738084328704	0.0860738084391494	13.75	12.50	1
6234.2	2458116	0.54251	0.0860738084329137	0.0860738084391928	26.25	13.75	1
6234.1	2458116	0.52377	0.0860738084330873	0.0860738084391494	6.25	12.50	1
6234.1	2458116	3.55499	0.0887593460685620	0.0887593461097077	15.00	18.75	1
6234.2	2458116	3.55874	0.0887593460686488	0.0887593461098379	23.75	10.00	1
6234.1	2458116	3.53374	0.0887593460688079	0.0887593461097077	8.75	18.75	1
6234.1	2458116	6.89876	0.0892418687017939	0.0892418687816407	10.00	15.00	1
