channelNumb	JulianDay	PossibleDecayLength(MicroSeconds)	StartDecay	EndDecay	FirstSignalTimeOverThreshold(nanoseconds)	SecondSignalTimeoverThreshold(nanoseconds)	PossibleDecayNumber
6234.2	2458114	4.00126	0.8572033954245224	0.8572033954708332	15.00	15.00	1
6234.1	2458114	3.98500	0.8572033954245803	0.8572033954707030	7.49	13.76	1
6234.1	2458114	1.01124	0.8589945046850549	0.8589945046967591	16.26	18.76	1
6234.2	2458114	1.01375	0.8589945046851851	0.8589945046969183	18.76	8.76	1
6234.1	2458114	0.98874	0.8589945046853154	0.8589945046967591	8.74	18.76	1
6234.1	2458114	0.94251	0.8589954386418112	0.8589954386527199	15.00	15.00	1
6234.2	2458114	0.94127	0.8589954386418401	0.8589954386527344	20.01	21.25	1
6234.1	2458114	2.78499	0.8603669647170573	0.8603669647492910	15.00	12.50	1
6234.2	2458114	2.78749	0.8603669647171150	0.8603669647493777	13.76	8.77	1
6234.1	2458114	1.34375	0.8606466024666667	0.8606466024822194	18.75	16.24	1
6234.2	2458114	1.34374	0.8606466024667391	0.8606466024822916	17.49	15.00	1
6234.1	2458114	0.86875	0.8618942637147714	0.8618942637248264	14.98	18.74	1
6234.2	2458114	0.86999	0.8618942637149161	0.8618942637249853	16.25	8.76	1
6234.1	2458114	0.84750	0.8618942637150173	0.8618942637248264	8.74	18.74	1
6234.1	2458114	5.23376	0.8621057171489148	0.8621057172094907	15.00	19.99	1
6234.2	2458114	5.23626	0.8621057171490885	0.8621057172096933	10.00	3.74	1
6234.1	2458114	5.21250	0.8621057171491608	0.8621057172094907	8.75	19.99	1
6234.1	2458114	0.93874	0.8629997668547453	0.8629997668656104	15.00	17.51	1
6234.2	2458114	0.94001	0.8629997668548320	0.8629997668657118	12.50	12.51	1
6234.1	2458114	3.44000	0.8643620012608071	0.8643620013006219	23.77	11.27	1
6234.2	2458114	3.43999	0.8643620012609808	0.8643620013007955	13.75	10.00	1
6234.1	2458114	3.41375	0.8643620012611110	0.8643620013006219	13.76	11.27	1
6234.1	2458114	3.41500	0.8644029356366318	0.8644029356761573	20.01	12.50	1
6234.2	2458114	3.41625	0.8644029356367041	0.8644029356762440	18.75	7.51	1
6234.1	2458114	1.42249	0.8644914993035734	0.8644914993200374	13.76	15.00	1
6234.2	2458114	1.42625	0.8644914993036458	0.8644914993201533	23.75	19.99	1
6234.1	2458114	1.40248	0.8644914993038050	0.8644914993200374	8.75	15.00	1
6234.1	2458114	0.61375	0.8646079951407407	0.8646079951478443	15.00	6.25	1
6234.2	2458114	0.61375	0.8646079951407841	0.8646079951478877	18.74	7.51	1
6234.1	2458114	1.08625	0.8656598267196615	0.8656598267322339	16.26	16.24	1
6234.2	2458114	1.09125	0.8656598267197627	0.8656598267323929	23.75	5.00	1
6234.1	2458114	1.06375	0.8656598267199219	0.8656598267322339	10.00	16.24	1
6234.1	2458114	2.78123	0.8665012404321615	0.8665012404643516	12.50	13.76	1
6234.2	2458114	2.78249	0.8665012404322916	0.8665012404644964	18.76	15.00	1
6234.1	2458114	1.67251	0.8675501637467592	0.8675501637661169	13.76	17.51	1
6234.2	2458114	1.67375	0.8675501637468461	0.8675501637662182	22.49	12.50	1
6234.1	2458114	2.32749	0.8703630510837095	0.8703630511106480	21.25	10.01	1
6234.2	2458114	2.32875	0.8703630510837385	0.8703630511106916	24.99	16.25	1
6234.1	2458114	1.07750	0.8714879867912760	0.8714879868037471	19.99	15.00	1
6234.2	2458114	1.07750	0.8714879867913194	0.8714879868037905	21.25	16.26	1
6234.1	2458114	3.30001	0.8744316765240594	0.8744316765622540	16.26	10.00	1
6234.2	2458114	3.30126	0.8744316765240739	0.8744316765622829	23.76	10.00	1
6234.1	2458114	0.34126	0.8760263824704136	0.8760263824743634	16.26	22.50	1
6234.2	2458114	0.34126	0.8760263824705439	0.8760263824744936	21.26	13.75	1
6234.1	2458114	0.31875	0.8760263824706741	0.8760263824743634	8.76	22.50	1
6234.1	2458114	2.08127	0.8762923434131509	0.8762923434372396	20.01	16.25	1
6234.2	2458114	2.08374	0.8762923434132524	0.8762923434373697	14.98	7.51	1
6234.1	2458114	1.36376	0.8764871085776620	0.8764871085934463	15.00	16.25	1
6234.2	2458114	1.36375	0.8764871085777488	0.8764871085935330	23.75	12.50	1
6234.1	2458114	1.81000	0.8766741273824363	0.8766741274033854	23.73	20.00	1
6234.2	2458114	1.80875	0.8766741273825520	0.8766741274034866	17.50	16.25	1
6234.1	2458114	5.12999	0.8780733823425637	0.8780733824019386	14.99	17.51	1
6234.2	2458114	5.12874	0.8780733823426360	0.8780733824019964	13.76	17.51	1
6234.1	2458114	3.25252	0.8782220701408853	0.8782220701785302	20.01	18.74	1
6234.2	2458114	3.25124	0.8782220701409578	0.8782220701785879	18.75	18.76	1
6234.1	2458114	2.04250	0.8789657562515479	0.8789657562751880	13.76	15.00	1
6234.2	2458114	2.04376	0.8789657562515769	0.8789657562752315	15.00	16.25	1
6234.1	2458114	2.02500	0.8789657562517506	0.8789657562751880	10.00	15.00	1
6234.2	2458114	2.02501	0.8789657562517940	0.8789657562752315	7.50	16.25	1
6234.1	2458114	2.72250	0.8795972430679687	0.8795972430994792	11.24	13.75	1
6234.2	2458114	2.72125	0.8795972430679977	0.8795972430994936	27.50	18.74	1
6234.1	2458114	0.95749	0.8799005921753906	0.8799005921864727	11.25	11.25	1
6234.2	2458114	0.95749	0.8799005921754052	0.8799005921864872	16.24	16.25	1
6234.1	2458114	0.60624	0.8801971077167245	0.8801971077237412	16.24	20.01	1
6234.2	2458114	0.60750	0.8801971077168981	0.8801971077239293	11.25	2.50	1
6234.1	2458114	0.58500	0.8801971077169704	0.8801971077237412	8.76	20.01	1
6234.1	2458114	0.76875	0.8813584726230322	0.8813584726319298	26.25	18.76	1
6234.2	2458114	0.77125	0.8813584726231047	0.8813584726320313	19.99	15.00	1
6234.1	2458114	3.87000	0.8828477870180410	0.8828477870628326	21.25	18.76	1
6234.2	2458114	3.86749	0.8828477870180845	0.8828477870628472	17.49	23.74	1
6234.1	2458114	0.56376	0.8829016848609518	0.8829016848674768	13.76	25.00	1
6234.2	2458114	0.56250	0.8829016848610964	0.8829016848676069	16.26	16.26	1
6234.1	2458114	0.54250	0.8829016848611978	0.8829016848674768	8.75	25.00	1
6234.1	2458114	1.17124	0.8829019646810474	0.8829019646946035	13.76	11.26	1
6234.2	2458114	1.17000	0.8829019646811921	0.8829019646947338	17.50	14.99	1
6234.1	2458114	1.15000	0.8829019646812933	0.8829019646946035	8.75	11.26	1
6234.1	2458114	0.65250	0.8831248780097656	0.8831248780173176	17.51	7.50	1
6234.2	2458114	0.65124	0.8831248780097946	0.8831248780173321	21.25	12.50	1
6234.1	2458114	1.11499	0.8833604389619069	0.8833604389748119	13.75	16.24	1
6234.2	2458114	1.11748	0.8833604389619648	0.8833604389748986	23.74	10.00	1
6234.1	2458114	1.09624	0.8833604389621239	0.8833604389748119	8.75	16.24	1
6234.1	2458114	2.46998	0.8848889064371384	0.8848889064657260	17.49	6.26	1
6234.2	2458114	2.46999	0.8848889064371528	0.8848889064657406	23.75	12.50	1
6234.1	2458114	1.42126	0.8852061502293257	0.8852061502457754	23.77	13.76	1
6234.2	2458114	1.42249	0.8852061502294271	0.8852061502458911	18.74	7.50	1
6234.1	2458114	3.94500	0.8861415131470919	0.8861415131927516	13.76	21.27	1
6234.2	2458114	3.94624	0.8861415131471354	0.8861415131928095	27.50	19.99	1
6234.1	2458114	3.92624	0.8861415131473090	0.8861415131927516	6.24	21.27	1
6234.1	2458114	5.38125	0.8864082520459925	0.8864082521082755	12.48	13.76	1
6234.2	2458114	5.38125	0.8864082520460648	0.8864082521083477	10.00	13.76	1
6234.1	2458114	1.94625	0.8870405083283998	0.8870405083509258	23.77	13.75	1
6234.2	2458114	1.94624	0.8870405083284577	0.8870405083509837	23.75	15.00	1
6234.1	2458114	0.42751	0.8891200785923176	0.8891200785972656	12.50	12.50	1
6234.2	2458114	0.42750	0.8891200785923611	0.8891200785973090	25.00	13.76	1
6234.1	2458114	0.41125	0.8891200785925057	0.8891200785972656	8.75	12.50	1
6234.1	2458114	0.76873	0.8893263302647281	0.8893263302736254	16.25	16.26	1
6234.2	2458114	0.76873	0.8893263302647570	0.8893263302736544	21.24	21.26	1
6234.1	2458114	2.16376	0.8897408016422742	0.8897408016673177	17.51	17.51	1
6234.2	2458114	2.16126	0.8897408016423611	0.8897408016673757	15.00	16.25	1
6234.1	2458114	2.06248	0.8899290732208912	0.8899290732447626	12.50	20.01	1
6234.2	2458114	2.06250	0.8899290732210069	0.8899290732448785	18.76	16.24	1
6234.1	2458114	2.04498	0.8899290732210938	0.8899290732447626	10.00	20.01	1
6234.1	2458114	0.48127	0.8919352743090712	0.8919352743146414	13.76	18.73	1
6234.2	2458114	0.48249	0.8919352743090857	0.8919352743146701	21.24	20.01	1
6234.1	2458114	0.38500	0.8919976308281394	0.8919976308325954	15.00	15.00	1
6234.2	2458114	0.38501	0.8919976308282695	0.8919976308327257	18.76	17.51	1
6234.1	2458114	0.36250	0.8919976308283998	0.8919976308325954	10.01	15.00	1
6234.1	2458114	3.80876	0.8921577861499855	0.8921577861940684	23.74	14.98	1
6234.2	2458114	3.81124	0.8921577861500145	0.8921577861941261	26.24	14.99	1
6234.1	2458114	4.48625	0.8924489890938802	0.8924489891458044	23.75	13.74	1
6234.2	2458114	4.47375	0.8924489890940538	0.8924489891458333	7.50	16.25	1
6234.1	2458114	1.82124	0.8931165099124567	0.8931165099335359	18.74	18.74	1
6234.2	2458114	1.82124	0.8931165099125868	0.8931165099336660	10.00	11.24	1
6234.1	2458114	0.50248	0.8944381617684173	0.8944381617742331	17.51	20.01	1
6234.2	2458114	0.50126	0.8944381617685184	0.8944381617743200	13.76	17.50	1
6234.1	2458114	1.90875	0.8946078182792968	0.8946078183013888	17.50	13.75	1
6234.2	2458114	1.91125	0.8946078182793258	0.8946078183014468	21.25	15.00	1
6234.1	2458114	1.59875	0.8963401366644241	0.8963401366829282	17.51	13.76	1
6234.2	2458114	1.59876	0.8963401366645108	0.8963401366830150	27.50	23.75	1
6234.1	2458114	1.57376	0.8963401366647135	0.8963401366829282	8.75	13.76	1
6234.1	2458114	0.30000	0.8966376117933015	0.8966376117967737	13.75	12.50	1
6234.2	2458114	0.30001	0.8966376117934606	0.8966376117969329	12.51	12.48	1
6234.1	2458114	0.30624	0.8966376117934751	0.8966376117970196	10.00	7.49	1
6234.2	2458114	3.00874	0.8971580518056423	0.8971580518404657	20.00	17.51	1
6234.1	2458114	3.00624	0.8971580518056569	0.8971580518404513	16.25	11.24	1
6234.2	2458114	2.98248	0.8971580518059462	0.8971580518404657	8.75	17.51	1
6234.1	2458114	1.74374	0.8976043015631365	0.8976043015833187	12.50	23.76	1
6234.2	2458114	1.74624	0.8976043015631510	0.8976043015833621	15.00	23.75	1
6234.2	2458114	1.72624	0.8976043015633826	0.8976043015833621	8.75	23.75	1
6234.1	2458114	1.70751	0.8979520266575953	0.8979520266773582	16.26	13.76	1
6234.2	2458114	1.70625	0.8979520266577545	0.8979520266775028	17.51	18.76	1
6234.1	2458114	0.67751	0.8999549059387296	0.8999549059465711	20.01	13.76	1
6234.2	2458114	0.67874	0.8999549059387586	0.8999549059466144	23.74	16.25	1
6234.1	2458114	0.60375	0.9001588283032841	0.9001588283102719	18.76	18.74	1
6234.2	2458114	0.60375	0.9001588283033853	0.9001588283103732	11.26	12.50	1
6234.1	2458114	1.83251	0.9003770919725549	0.9003770919937645	22.49	18.74	1
6234.2	2458114	1.83375	0.9003770919726128	0.9003770919938368	22.49	17.51	1
6234.1	2458114	6.28875	0.9009549668463251	0.9009549669191116	15.00	22.51	1
6234.2	2458114	6.28625	0.9009549668464408	0.9009549669191984	17.51	21.25	1
6234.1	2458114	6.27250	0.9009549668465132	0.9009549669191116	8.74	22.51	1
6234.1	2458114	2.55500	0.9018427461449218	0.9018427461744936	21.26	17.50	1
6234.2	2458114	2.55500	0.9018427461450520	0.9018427461746238	12.52	8.75	1
6234.1	2458114	2.15375	0.9018614409105180	0.9018614409354456	17.51	16.24	1
6234.2	2458114	2.15377	0.9018614409105468	0.9018614409354746	23.75	18.73	1
6234.1	2458114	1.96250	0.9022373544679398	0.9022373544906540	17.51	12.50	1
6234.2	2458114	1.96124	0.9022373544679833	0.9022373544906828	21.25	15.00	1
6234.1	2458114	3.40502	0.9026485858481624	0.9026485858875724	11.25	23.74	1
6234.2	2458114	3.40625	0.9026485858482928	0.9026485858877170	13.75	11.24	1
6234.1	2458114	1.65626	0.9030542275568432	0.9030542275760128	22.50	17.51	1
6234.2	2458114	1.65874	0.9030542275569010	0.9030542275760994	22.50	12.50	1
6234.1	2458114	4.63251	0.9047524402067274	0.9047524402603444	23.75	14.99	1
6234.2	2458114	4.63377	0.9047524402068140	0.9047524402604455	22.50	11.24	1
6234.1	2458114	0.54501	0.9057504197584056	0.9057504197647136	20.00	13.76	1
6234.2	2458114	0.54624	0.9057504197584492	0.9057504197647714	22.49	13.76	1
6234.1	2458114	1.06877	0.9062152417587384	0.9062152417711083	23.75	14.98	1
6234.2	2458114	1.07000	0.9062152417588109	0.9062152417711952	20.00	10.00	1
6234.1	2458114	2.56999	0.9063249202961516	0.9063249203258968	17.51	11.25	1
6234.2	2458114	2.57124	0.9063249202961950	0.9063249203259548	19.99	12.50	1
6234.1	2458114	0.94999	0.9068145289229600	0.9068145289339552	13.75	25.01	1
6234.2	2458114	0.95249	0.9068145289230758	0.9068145289341000	19.99	15.00	1
6234.1	2458114	0.92873	0.9068145289232060	0.9068145289339552	7.49	25.01	1
6234.1	2458114	0.89248	0.9072571013483508	0.9072571013586804	17.51	18.75	1
6234.2	2458114	0.89250	0.9072571013484954	0.9072571013588252	18.76	10.00	1
6234.1	2458114	0.86874	0.9072571013486256	0.9072571013586804	11.24	18.75	1
6234.1	2458114	4.44751	0.9077756513546296	0.9077756514061054	23.77	10.00	1
6234.2	2458114	4.44626	0.9077756513546584	0.9077756514061198	27.50	15.00	1
6234.1	2458114	2.13753	0.9084477585160587	0.9084477585407986	23.75	16.24	1
6234.2	2458114	2.13876	0.9084477585160734	0.9084477585408276	15.00	17.50	1
6234.1	2458114	2.47999	0.9085891034178676	0.9085891034465712	18.74	10.00	1
6234.2	2458114	2.48001	0.9085891034179108	0.9085891034466146	22.50	12.50	1
6234.1	2458114	2.25751	0.9087348744375578	0.9087348744636864	13.76	20.00	1
6234.2	2458114	2.25625	0.9087348744376300	0.9087348744637440	25.00	20.01	1
6234.1	2458114	2.23752	0.9087348744377892	0.9087348744636864	8.74	20.00	1
6234.1	2458114	0.50376	0.9088274957372104	0.9088274957430410	12.50	12.50	1
6234.2	2458114	0.50376	0.9088274957372250	0.9088274957430555	27.50	16.25	1
6234.1	2458114	2.57753	0.9107825823023435	0.9107825823321760	22.51	17.51	1
6234.2	2458114	2.57627	0.9107825823024160	0.9107825823322340	19.99	18.74	1
6234.1	2458114	2.41123	0.9109842269788050	0.9109842270067128	17.50	13.75	1
6234.2	2458114	2.41125	0.9109842269788916	0.9109842270067996	12.51	10.01	1
6234.1	2458114	0.34750	0.9123410341051216	0.9123410341091436	15.00	16.25	1
6234.2	2458114	0.35000	0.9123410341052371	0.9123410341092880	20.01	7.51	1
6234.1	2458114	0.32500	0.9123410341053820	0.9123410341091436	6.24	16.25	1
6234.1	2458114	1.49126	0.9127242870285156	0.9127242870457756	16.24	12.50	1
6234.2	2458114	1.49126	0.9127242870286748	0.9127242870459348	18.74	12.49	1
6234.1	2458114	1.46877	0.9127242870287759	0.9127242870457756	13.76	12.50	1
6234.1	2458114	1.72500	0.9127781531725260	0.9127781531924912	13.76	18.76	1
6234.2	2458114	1.72499	0.9127781531726272	0.9127781531925924	22.50	15.00	1
6234.1	2458114	1.70374	0.9127781531727720	0.9127781531924912	7.50	18.76	1
6234.1	2458114	1.81625	0.9130161752092446	0.9130161752302660	25.02	16.25	1
6234.2	2458114	1.81751	0.9130161752093316	0.9130161752303676	19.99	11.24	1
6234.1	2458114	6.61125	0.9138439395076676	0.9138439395841867	20.00	15.01	1
6234.2	2458114	6.60875	0.9138439395077834	0.9138439395842736	11.25	22.51	1
6234.1	2458114	3.92750	0.9163820714138600	0.9163820714593172	13.74	18.74	1
6234.2	2458114	3.92750	0.9163820714139902	0.9163820714594474	17.49	12.48	1
6234.1	2458114	3.90624	0.9163820714141060	0.9163820714593172	8.75	18.74	1
6234.1	2458114	5.25623	0.9191873390856772	0.9191873391465132	13.76	13.75	1
6234.2	2458114	5.25749	0.9191873390857350	0.9191873391465856	23.73	13.74	1
6234.1	2458114	7.10249	0.9202991739309606	0.9202991740131654	15.00	18.76	1
6234.2	2458114	7.10252	0.9202991739310616	0.9202991740132668	20.01	15.00	1
6234.1	2458114	7.08501	0.9202991739311630	0.9202991740131654	7.51	18.76	1
6234.1	2458114	3.39875	0.9206106917753182	0.9206106918146556	18.76	11.27	1
6234.2	2458114	3.39873	0.9206106917753328	0.9206106918146700	26.24	17.51	1
6234.1	2458114	4.69750	0.9210397405332320	0.9210397405876012	17.51	11.24	1
6234.2	2458114	4.69874	0.9210397405332610	0.9210397405876446	19.99	10.00	1
6234.1	2458114	4.81375	0.9213522159851274	0.9213522160408421	24.99	18.74	1
6234.2	2458114	4.81500	0.9213522159851996	0.9213522160409288	19.99	16.25	1
6234.1	2458114	0.67999	0.9227340874261140	0.9227340874339842	13.75	13.76	1
6234.2	2458114	0.68375	0.9227340874262152	0.9227340874341290	18.74	6.25	1
6234.1	2458114	0.66248	0.9227340874263166	0.9227340874339842	7.49	13.76	1
6234.1	2458114	1.00875	0.9243868811912906	0.9243868812029660	22.47	21.26	1
6234.2	2458114	1.00999	0.9243868811913052	0.9243868812029948	14.99	25.01	1
6234.1	2458114	2.22000	0.9245028125799768	0.9245028126056712	13.76	17.49	1
6234.2	2458114	2.22128	0.9245028125800924	0.9245028126058016	21.26	8.75	1
6234.1	2458114	1.23125	0.9245783437372250	0.9245783437514756	16.26	18.74	1
6234.2	2458114	1.23000	0.9245783437373264	0.9245783437515624	10.00	17.51	1
6234.1	2458114	3.05500	0.9247807384956740	0.9247807385310328	13.76	21.25	1
6234.2	2458114	3.05503	0.9247807384957608	0.9247807385311200	23.75	16.24	1
6234.1	2458114	3.03375	0.9247807384959200	0.9247807385310328	4.99	21.25	1
6234.1	2458114	6.58876	0.9252654403293112	0.9252654404055700	17.51	18.75	1
6234.2	2458114	6.58749	0.9252654403294704	0.9252654404057146	7.51	8.76	1
6234.1	2458114	0.47125	0.9253368939640479	0.9253368939695022	21.26	18.75	1
6234.2	2458114	0.47124	0.9253368939641492	0.9253368939696034	17.50	15.00	1
6234.1	2458114	2.34249	0.9286412707198062	0.9286412707469184	22.49	8.76	1
6234.2	2458114	2.34374	0.9286412707198352	0.9286412707469618	25.00	8.75	1
6234.1	2458114	0.75002	0.9293110200461948	0.9293110200548756	26.25	12.50	1
6234.2	2458114	0.74874	0.9293110200462384	0.9293110200549044	26.24	13.76	1
6234.1	2458114	2.21376	0.9309756072978876	0.9309756073235098	17.51	18.76	1
6234.2	2458114	2.21502	0.9309756072979456	0.9309756073235824	17.50	18.74	1
6234.1	2458114	0.84248	0.9365901336192708	0.9365901336290218	19.99	22.51	1
6234.2	2458114	0.84373	0.9365901336194156	0.9365901336291810	21.25	11.25	1
6234.1	2458114	0.81625	0.9365901336195744	0.9365901336290218	10.00	22.51	1
6234.1	2458114	1.82128	0.9377680773266924	0.9377680773477720	20.01	21.25	1
6234.2	2458114	1.82373	0.9377680773267216	0.9377680773478296	26.25	23.76	1
6234.1	2458114	3.43498	0.9402978730745660	0.9402978731143228	18.75	12.50	1
6234.2	2458114	3.43375	0.9402978730746092	0.9402978731143516	22.49	17.51	1
6234.1	2458114	1.53625	0.9410747283347222	0.9410747283525028	13.75	16.24	1
6234.2	2458114	1.53873	0.9410747283348380	0.9410747283526474	17.50	3.76	1
6234.1	2458114	1.51874	0.9410747283349248	0.9410747283525028	7.50	16.24	1
6234.1	2458114	3.50874	0.9434712191969040	0.9434712192375144	13.74	18.76	1
6234.2	2458114	3.50999	0.9434712191970196	0.9434712192376444	17.50	10.01	1
6234.1	2458114	0.39753	0.9450848368932000	0.9450848368978010	21.26	17.49	1
6234.2	2458114	0.39875	0.9450848368933304	0.9450848368979456	23.75	8.74	1
6234.1	2458114	0.37126	0.9450848368935040	0.9450848368978010	12.51	17.49	1
6234.1	2458114	0.62875	0.9452680896289064	0.9452680896361836	14.98	12.50	1
6234.2	2458114	0.62875	0.9452680896289496	0.9452680896362268	17.49	13.76	1
6234.1	2458114	2.81999	0.9458866057553676	0.9458866057880064	23.75	12.50	1
6234.2	2458114	2.82128	0.9458866057554252	0.9458866057880788	22.50	11.25	1
6234.1	2458114	0.41372	0.9472441670893664	0.9472441670941548	23.75	16.26	1
6234.2	2458114	0.41499	0.9472441670894388	0.9472441670942420	22.48	13.76	1
6234.1	2458114	1.14874	0.9475885861243925	0.9475885861376880	12.50	15.00	1
6234.2	2458114	1.14997	0.9475885861245082	0.9475885861378180	18.74	17.51	1
6234.1	2458114	1.13125	0.9475885861245948	0.9475885861376880	7.49	15.00	1
6234.1	2458114	4.98127	0.9477466128276328	0.9477466128852864	11.25	23.74	1
6234.2	2458114	4.97751	0.9477466128277344	0.9477466128853445	7.49	21.25	1
6234.1	2458114	0.92374	0.9478615018159724	0.9478615018266638	22.49	17.50	1
6234.2	2458114	0.92500	0.9478615018160444	0.9478615018267504	21.27	13.76	1
6234.1	2458114	0.34125	0.9481351066877168	0.9481351066916665	13.75	12.50	1
6234.2	2458114	0.33999	0.9481351066877604	0.9481351066916954	25.00	17.51	1
6234.1	2458114	0.32248	0.9481351066879340	0.9481351066916665	6.24	12.50	1
6234.1	2458114	0.82500	0.9481429346012442	0.9481429346107928	13.75	18.76	1
6234.2	2458114	0.82624	0.9481429346013600	0.9481429346109230	20.00	11.25	1
6234.1	2458114	0.80374	0.9481429346014902	0.9481429346107928	7.49	18.76	1
6234.1	2458114	0.68249	0.9494932515007956	0.9494932515086948	12.50	13.76	1
6234.2	2458114	0.68377	0.9494932515008100	0.9494932515087240	15.00	17.50	1
6234.1	2458114	0.66624	0.9494932515009836	0.9494932515086948	6.24	13.76	1
6234.1	2458114	2.95498	0.9503259659381800	0.9503259659723812	23.75	18.75	1
6234.2	2458114	2.95502	0.9503259659382666	0.9503259659724682	20.01	13.75	1
6234.1	2458114	0.42624	0.9508907842806136	0.9508907842855469	12.50	13.76	1
6234.2	2458114	0.42751	0.9508907842806568	0.9508907842856048	15.00	14.99	1
6234.1	2458114	5.52626	0.9519039215461080	0.9519039216100694	13.76	15.00	1
6234.2	2458114	5.52501	0.9519039215461660	0.9519039216101128	25.01	18.74	1
6234.1	2458114	0.30501	0.9521759194199074	0.9521759194234376	13.75	17.49	1
6234.2	2458114	0.30499	0.9521759194199508	0.9521759194234808	24.99	21.27	1
6234.1	2458114	1.13751	0.9529118128203704	0.9529118128335360	21.26	16.26	1
6234.2	2458114	1.13873	0.9529118128204862	0.9529118128336660	15.00	7.51	1
6234.1	2458114	0.43375	0.9533062942934606	0.9533062942984808	22.49	13.76	1
6234.2	2458114	0.43627	0.9533062942935472	0.9533062942985966	17.51	2.49	1
6234.1	2458114	2.00624	0.9533613900784144	0.9533613901016348	15.00	11.25	1
6234.2	2458114	2.00752	0.9533613900785732	0.9533613901018084	13.76	8.75	1
6234.1	2458114	1.98499	0.9533613900786604	0.9533613901016348	11.25	11.25	1
6234.1	2458114	4.36375	0.9534521173514900	0.9534521174019964	13.76	17.51	1
6234.2	2458114	4.36375	0.9534521173516204	0.9534521174021268	18.74	10.00	1
6234.1	2458114	3.04250	0.9546989689662616	0.9546989690014758	22.49	6.24	1
6234.2	2458114	3.04377	0.9546989689662904	0.9546989690015192	26.24	8.75	1
6234.1	2458114	1.60374	0.9549013834557726	0.9549013834743344	11.24	19.99	1
6234.2	2458114	1.60624	0.9549013834558884	0.9549013834744792	16.26	11.25	1
6234.1	2458114	1.58624	0.9549013834559752	0.9549013834743344	6.24	19.99	1
6234.1	2458114	1.67624	0.9551086103146846	0.9551086103340856	23.75	11.24	1
6234.2	2458114	1.67623	0.9551086103147716	0.9551086103341724	19.99	7.49	1
6234.1	2458114	4.32750	0.9575928161840712	0.9575928162341580	23.75	18.76	1
6234.2	2458114	4.32750	0.9575928161841436	0.9575928162342304	20.01	17.49	1
6234.1	2458114	0.82624	0.9583286426564814	0.9583286426660445	15.00	11.26	1
6234.2	2458114	0.82624	0.9583286426565104	0.9583286426660734	22.51	15.00	1
6234.1	2458114	5.36749	0.9583818335992766	0.9583818336614004	18.74	17.50	1
6234.2	2458114	5.36376	0.9583818335993632	0.9583818336614438	14.99	18.76	1
6234.1	2458114	1.00376	0.9588204932226996	0.9588204932343172	17.51	16.26	1
6234.2	2458114	1.00376	0.9588204932227284	0.9588204932343460	18.76	18.74	1
6234.1	2458114	1.00499	0.9597428139176072	0.9597428139292390	16.25	19.99	1
6234.2	2458114	1.00376	0.9597428139177516	0.9597428139293692	6.25	22.50	1
6234.1	2458114	4.54626	0.9603597004102864	0.9603597004629052	18.73	18.74	1
6234.2	2458114	4.54626	0.9603597004103588	0.9603597004629776	18.74	18.74	1
6234.1	2458114	0.48626	0.9603622076384112	0.9603622076440392	21.26	17.50	1
6234.2	2458114	0.48750	0.9603622076384982	0.9603622076441406	18.75	11.25	1
6234.1	2458114	6.38875	0.9614558762485388	0.9614558763224826	17.50	12.50	1
6234.2	2458114	6.38752	0.9614558762485964	0.9614558763225260	17.51	13.76	1
6234.1	2458114	0.99374	0.9623037871961660	0.9623037872076676	20.01	15.00	1
6234.2	2458114	0.99374	0.9623037871963253	0.9623037872078268	17.51	13.76	1
6234.1	2458114	0.96747	0.9623037871964700	0.9623037872076676	11.24	15.00	1
6234.1	2458114	3.31374	0.9627290732960360	0.9627290733343894	23.74	16.25	1
6234.2	2458114	3.31499	0.9627290732961228	0.9627290733344908	20.00	10.00	1
6234.1	2458114	7.60125	0.9652099323831308	0.9652099324711082	22.49	14.98	1
6234.2	2458114	7.60375	0.9652099323831884	0.9652099324711948	21.26	22.50	1
6234.1	2458114	2.31373	0.9666712289531684	0.9666712289799476	12.50	22.51	1
6234.2	2458114	2.31377	0.9666712289532839	0.9666712289800636	18.76	16.24	1
6234.1	2458114	2.29247	0.9666712289534144	0.9666712289799476	6.25	22.51	1
6234.1	2458114	3.45874	0.9674382864724682	0.9674382865125000	13.75	12.50	1
6234.2	2458114	3.45752	0.9674382864725548	0.9674382865125724	26.25	11.25	1
6234.1	2458114	2.09874	0.9680802699076534	0.9680802699319444	23.75	21.27	1
6234.2	2458114	2.10122	0.9680802699077692	0.9680802699320888	17.51	11.27	1
6234.1	2458114	1.13250	0.9699150026052228	0.9699150026183304	18.74	14.99	1
6234.2	2458114	1.13498	0.9699150026052952	0.9699150026184316	16.24	10.00	1
6234.1	2458114	2.70500	0.9703183005251590	0.9703183005564668	16.26	12.50	1
6234.2	2458114	2.70499	0.9703183005252460	0.9703183005565538	11.25	7.49	1
6234.1	2458114	4.26502	0.9709772593829860	0.9709772594323496	19.99	7.49	1
6234.2	2458114	4.26377	0.9709772593830148	0.9709772594323640	23.77	13.76	1
6234.1	2458114	1.91877	0.9712651870084200	0.9712651870306280	18.74	15.00	1
6234.2	2458114	1.92000	0.9712651870084924	0.9712651870307146	18.76	12.50	1
6234.1	2458114	0.79998	0.9723639713468606	0.9723639713561196	13.76	12.50	1
6234.2	2458114	0.79999	0.9723639713469184	0.9723639713561776	23.77	11.27	1
6234.1	2458114	0.78249	0.9723639713470630	0.9723639713561196	6.26	12.50	1
